no;phpws;mhdi;incpc;region;pop
1385;0.9511;0.683;553.17;1;141949
1386;0.8155;0.608;357.99;1;21271
1387;0.9057;0.563;265.39;1;6357
1388;0.8697;0.625;369.84;1;34351
1389;0.8775;0.666;354.66;1;25190
1390;0.8428;0.561;186.1;1;15961
1391;0.3416;0.54;243.52;1;25516
1392;0.7;0.555;230.36;1;13960
1393;0.6453;0.588;305.81;1;14414
1394;0.4283;0.625;266.89;1;14073
1395;0.6168;0.589;269;1;10242
1396;0.8566;0.592;283.59;1;17072
1397;0.617;0.561;236.86;1;11554
1398;0.821;0.598;295.7;1;11015
1399;0.8964;0.548;199.04;1;17731
1400;0.7967;0.552;252.3;1;7459
1401;0.394;0.581;316.6;1;13743
1402;0.908;0.57;230.75;1;11561
1403;0.4897;0.534;221.98;1;51651
1404;0.7338;0.588;274.61;1;10036
1405;0.7953;0.559;256.14;1;10392
1406;0.7985;0.575;278.23;1;8599
1407;0.829;0.568;253.19;1;13595
1408;0.8927;0.589;235.05;1;13850
1409;0.5163;0.585;243.98;1;20060
1410;0.9753;0.579;228.54;1;11814
1411;0.7234;0.557;183.03;1;49325
1412;0.8019;0.575;270.66;1;21187
1413;0.8474;0.551;266.13;1;34788
1414;0.8291;0.63;292.41;1;13987
1415;0.7998;0.577;304.56;1;6313
1416;0.9232;0.721;602.82;1;137427
1417;0.9462;0.607;247.32;1;13612
1418;0.7569;0.61;284.41;1;14191
1419;0.8802;0.602;287.6;1;6453
1420;0.8868;0.598;289.9;1;21798
1421;0.6456;0.575;263.52;1;16021
1422;0.8791;0.538;209.37;1;14836
1423;0.7158;0.567;223.48;1;15411
1424;0.6035;0.551;195.71;1;17991
1425;0.7972;0.633;367.62;1;63480
1426;0.3518;0.546;223.19;1;10113
1427;0.8662;0.612;267.7;1;13695
1428;0.9113;0.561;249;1;14834
1429;0.6136;0.603;266.71;1;22037
1430;0.5217;0.575;235.16;1;11154
1431;0.7532;0.597;261.14;1;14282
1432;0.4212;0.592;221.22;1;11077
1433;0.3551;0.57;247.49;1;10717
1434;0.7807;0.656;403.22;1;64602
1435;0.9184;0.613;343.23;1;18605
1436;0.5759;0.565;184.53;1;19600
1437;0.7835;0.561;293.78;1;11420
1438;0.6566;0.581;209.45;1;17327
1439;0.8266;0.647;368.11;1;32026
1440;0.8793;0.637;382.15;1;22236
1441;0.6113;0.546;223.48;1;10368
1442;0.0688;0.542;224.38;1;13639
1443;0.6954;0.625;405.31;1;47515
1444;0.8076;0.584;251.31;1;17209
1445;0.9289;0.627;334.19;1;15374
1446;0.7685;0.573;211.26;1;12491
1447;0.8528;0.581;351.84;1;31472
1448;0.9645;0.694;553.18;1;242970
1449;0.8408;0.565;264.63;1;35180
1450;0.059;0.557;199.01;1;28090
1451;0.6707;0.586;270.05;1;66616
1452;0.8446;0.565;217.86;1;9410
1453;0.7956;0.587;252.39;1;24067
1454;0.878;0.59;325.61;1;32336
1455;0.595;0.587;251.54;1;8895
1456;0.9599;0.691;462.57;1;83158
1457;0.7529;0.591;290.99;1;13210
1458;0.682;0.601;268.57;1;27918
1459;0.606;0.557;216.24;1;32908
1460;0.6592;0.562;251.59;1;15732
1461;0.7212;0.599;299.05;1;11527
1462;0.8925;0.621;378.85;1;26577
1463;0.3437;0.555;277.97;1;10222
1464;0.844;0.616;394.43;1;21414
1465;0.7718;0.552;207.42;1;8899
1466;0.7013;0.576;209.51;1;28380
1467;0.6177;0.57;289.24;1;64940
1468;0.724;0.613;316.1;1;25408
1469;0.6759;0.582;251.21;1;2612
1470;0.9348;0.677;486.05;1;51077
1471;0.6021;0.571;234.88;1;8843
1472;0.8603;0.596;231.1;1;17013
1473;0.5411;0.6;248.5;1;10734
1474;0.8144;0.585;315.19;1;32300
1475;0.833;0.601;312.03;1;15755
1476;0.9097;0.613;366.33;1;20964
1477;0.6148;0.596;258.27;1;18153
1478;0.8834;0.634;348.39;1;20391
1479;0.6331;0.606;290.98;1;17889
1480;0.7608;0.611;309.61;1;62040
1481;0.8792;0.663;403.18;1;30123
1482;0.7573;0.56;246.81;1;23620
1483;0.7392;0.582;260.07;1;16898
1484;0.6692;0.577;293.12;1;4663
1485;0.6119;0.592;257.21;1;22401
1486;0.7268;0.579;263.24;1;8168
1487;0.8318;0.6;237.03;1;14307
1488;0.5442;0.535;238.18;1;17066
1489;0.6232;0.603;285.96;1;31249
1490;0.646;0.59;237.5;1;13636
1491;0.8436;0.599;259.87;1;5041
1492;0.799;0.543;232.6;1;20046
1493;0.8182;0.614;239.23;1;13280
1494;0.9578;0.699;481.8;1;58606
1495;0.6685;0.581;236.77;1;32168
1496;0.829;0.54;206.16;1;12836
1497;0.9511;0.676;460.6;1;66440
1498;0.6102;0.591;240.83;1;11355
1499;0.7854;0.632;329.93;1;3874
1500;0.8256;0.623;315.04;1;7947
1501;0.7206;0.544;220;1;23766
1502;0.8411;0.615;338.53;1;39872
1503;0.8877;0.589;312.58;1;32802
1504;0.8395;0.567;269.58;1;56289
1505;0.959;0.677;575.44;1;100196
1506;0.7424;0.559;250.6;1;17652
1507;0.6642;0.588;212.22;1;6184
1508;0.9587;0.712;662.24;1;556642
1509;0.7857;0.565;250.08;1;16740
1510;0.7179;0.578;325.51;1;5384
1511;0.8881;0.557;242.04;1;10660
1512;0.7358;0.618;287.94;1;22528
1513;0.8801;0.632;442.37;1;30336
1514;0.7262;0.599;271.53;1;4561
1515;0.791;0.559;207.35;1;10622
1516;0.6135;0.593;266.14;1;15076
1517;0.7452;0.576;234.7;1;8357
1518;0.8815;0.643;322.02;1;19818
1519;0.5066;0.569;241.69;1;10412
1520;0.8659;0.673;496.05;1;78833
1521;0.834;0.558;258.74;1;22165
1522;0.8707;0.563;241.36;1;13192
1523;0.7968;0.574;311.24;1;25736
1524;0.9056;0.611;350.98;1;10062
1525;0.9359;0.625;354.75;1;24272
1526;0.8284;0.591;300.89;1;17282
1527;0.7793;0.584;307.49;1;15785
1528;0.8475;0.616;290.82;1;17008
1529;0.6448;0.584;249.32;1;14171
1530;0.5314;0.511;199.55;1;4866
1531;0.7988;0.558;261.88;1;22598
1532;0.8541;0.614;431.31;1;7956
1533;0.9079;0.576;278.69;1;18943
1534;0.7009;0.585;244.68;1;15508
1535;0.9384;0.602;250.63;1;17840
1536;0.8287;0.636;337.12;1;25424
1537;0.6971;0.631;296.17;1;5255
1538;0.7383;0.614;306.74;1;15205
1539;0.6646;0.574;269.34;1;13343
1540;0.809;0.552;258.8;1;25705
1541;0.9086;0.69;579.46;1;184236
1542;0.784;0.565;254.99;1;36306
1543;0.6155;0.55;186.54;1;15331
1544;0.9349;0.67;573.36;1;44390
1545;0.6202;0.549;274.88;1;59343
1546;0.7923;0.59;258.3;1;9285
1547;0.6361;0.576;236.16;1;7002
1548;0.5872;0.571;234.91;1;11990
1549;0.7699;0.599;242.58;1;22601
1550;0.5836;0.62;308.34;1;27466
1551;0.9898;0.691;488.15;1;66181
1552;0.9516;0.599;365.39;1;28390
1553;0.8684;0.62;422.79;1;61631
1554;0.9536;0.712;605.12;1;204667
1555;0.7917;0.583;323.3;1;24318
1556;0.7757;0.572;224.79;1;14924
1557;0.8632;0.543;234.8;1;13051
1558;0.8623;0.589;270.27;1;15193
1559;0.9298;0.634;339.65;1;7110
1560;0.8509;0.562;245.68;1;13209
1561;0.7798;0.592;276.93;1;7309
1562;0.91;0.599;354.2;1;21081
1563;0.9276;0.627;432.95;1;63069
1564;0.8337;0.578;325;1;7903
1565;0.8521;0.578;312.32;1;23089
1566;0.7973;0.584;289.16;1;7598
1567;0.8963;0.637;388.04;1;20216
1568;0.9159;0.67;476.99;1;20725
1569;0.7737;0.599;285.13;1;10995
1570;0.8815;0.572;273.69;1;10495
1571;0.9594;0.667;506.76;1;68273
1572;0.7866;0.486;185.7;1;32261
1573;0.8401;0.571;225.1;1;10207
1574;0.8507;0.553;229.04;1;7678
1575;0.8831;0.61;352.74;1;18539
1576;0.8634;0.582;245.37;1;14522
1577;0.8644;0.6;309.83;1;12693
1578;0.5334;0.544;205.18;1;36113
1579;0.903;0.594;330;1;19914
1580;0.547;0.57;269.3;1;18127
1581;0.6979;0.606;337.03;1;26591
1582;0.5775;0.591;249.32;1;10900
1583;0.7628;0.613;281.14;1;8973
1584;0.8843;0.593;283.51;1;13651
1585;0.8523;0.649;417.88;1;79247
1586;0.873;0.58;307.08;1;51011
1587;0.8027;0.659;439.23;1;30343
1588;0.8039;0.556;247.75;1;16467
1589;0.7701;0.55;192.11;1;10331
1590;0.9266;0.665;473.92;1;151895
1591;0.6538;0.547;262.76;1;37680
1592;0.5824;0.553;257.95;1;14118
1593;0.7403;0.575;266.56;1;14115
1594;0.9307;0.593;283.12;1;22549
1595;0.9105;0.677;476.58;1;197965
1596;0.7264;0.541;188.8;1;10290
1597;0.9252;0.571;236.05;1;15052
1598;0.8841;0.567;290.22;1;6474
1599;0.8657;0.602;334.07;1;8031
1600;0.7289;0.599;288.05;1;3901
1601;0.463;0.545;223.11;1;13934
1602;0.7728;0.586;241.63;1;22201
1603;0.9218;0.632;463.94;1;3733
1604;0.6122;0.546;205.65;1;3936
1605;0.8346;0.584;237.39;1;8305
1606;0.427;0.518;180.82;1;9560
1607;0.9312;0.596;244.43;1;25646
1608;0.9896;0.754;1031.78;1;163449
1609;0.8247;0.623;362.74;1;10368
1610;0.7143;0.621;299.47;1;12311
1611;0.7262;0.611;309.16;1;42693
1612;0.9382;0.716;871.12;1;60105
1613;0.6393;0.524;197.25;1;11229
1614;0.8893;0.605;350.25;1;17093
1615;0.8962;0.609;255.36;1;47051
1616;0.5405;0.604;240.32;1;8073
1617;0.9971;0.708;517.74;1;17376
1618;0.5661;0.538;268.47;1;7038
1619;0.8326;0.576;306.24;1;8782
1620;0.6528;0.572;286.58;1;19326
1621;0.6875;0.562;218.66;1;16014
1622;0.4789;0.578;244.02;1;8468
1623;0.573;0.566;226.95;1;14387
1624;0.5557;0.599;182.65;1;12592
1625;0.7825;0.607;290.11;1;24613
1626;0.8272;0.621;300.1;1;42815
1627;0.7081;0.593;437.51;1;19101
1628;0.7054;0.561;201.52;1;10500
1629;0.8384;0.581;272.97;1;14640
1630;0.8839;0.668;451.9;1;40183
1631;0.655;0.572;227.07;1;11145
1632;0.8876;0.625;392.49;1;21560
1633;0.8377;0.586;279.05;1;26475
1634;0.8544;0.622;313.88;1;10306
1635;0.6554;0.542;193.47;1;16279
1636;0.257;0.527;208.18;1;10507
1637;0.2818;0.506;197.43;1;52338
1638;0.6995;0.558;224.53;1;8280
1639;0.7488;0.588;250.88;1;35164
1640;0.832;0.618;330.3;1;12477
1641;0.784;0.606;312.35;1;10545
1642;0.8926;0.665;546.41;1;36026
1643;0.2344;0.566;199.94;1;12249
1644;0.743;0.59;346.89;1;24395
1645;0.7697;0.617;297.78;1;7317
1646;0.7841;0.549;166.67;1;10272
1647;0.9174;0.66;401.14;1;28899
1648;0.703;0.601;374.8;1;21449
1649;0.8553;0.641;421.82;1;27274
1650;0.6817;0.547;218.32;1;12530
1651;0.4819;0.56;187.22;1;12371
1652;0.658;0.545;251.9;1;16713
1653;0.8613;0.597;287.32;1;7602
1654;0.7651;0.57;378.1;1;6648
1655;0.7705;0.524;188.86;1;7435
1656;0.7755;0.567;222.33;1;8034
1657;0.8457;0.555;241.71;1;24136
1658;0.9368;0.654;476.79;1;38556
1659;0.7883;0.597;257.12;1;10673
1660;0.7138;0.554;194.56;1;15051
1661;0.8682;0.559;222.62;1;24943
1662;0.8626;0.554;220.72;1;21831
1663;0.9218;0.607;281.59;1;8298
1664;0.6887;0.56;239.93;1;16425
1665;0.6335;0.586;262.69;1;20775
1666;0.8779;0.643;350.79;1;8410
1667;0.8052;0.615;343.78;1;21001
1668;0.6604;0.59;201.79;1;29504
1669;0.3299;0.577;273.23;1;27778
1670;0.7506;0.583;296.08;1;10852
1671;0.8908;0.674;544.73;1;108396
1672;0.5809;0.587;257.45;1;13752
1673;0.5498;0.588;221.53;1;6876
1674;0.3219;0.513;167.65;1;16995
1675;0.6741;0.571;234.44;1;17982
1676;0.4441;0.506;195.98;1;32860
1677;0.5963;0.603;270.15;1;15628
1678;0.7351;0.577;212.52;1;20121
1679;0.6106;0.612;281.74;1;10342
1680;0.7592;0.533;238.62;1;9799
1681;0.6644;0.575;241.1;1;12783
1682;0.8353;0.578;271.4;1;22399
1683;0.3697;0.572;282.33;1;8822
1684;0.7327;0.56;256.26;1;24481
1685;0.837;0.604;300.74;1;44701
1686;0.9149;0.666;443.8;1;33066
1687;0.8136;0.58;229.61;1;15742
1688;0.8728;0.676;527.04;1;126929
1689;0.8953;0.625;323.92;1;9810
1690;0.8471;0.621;369.96;1;27627
1691;0.9607;0.614;280.86;1;13750
1692;0.4204;0.542;220.1;1;13652
1693;0.8027;0.559;270.35;1;23846
1694;0.6313;0.592;245.7;1;24602
1695;0.5812;0.544;228.71;1;27228
1696;0.7411;0.578;241.1;1;9554
1697;0.5866;0.564;226.94;1;22874
1698;0.6562;0.579;275.22;1;38957
1699;0.6895;0.636;293.01;1;12055
1700;0.6569;0.578;212.09;1;21937
1701;0.7994;0.628;311.47;1;33172
1702;0.6993;0.615;281.05;1;30646
1703;0.8233;0.512;183.12;1;14276
1704;0.9088;0.601;332.86;1;47518
1705;0.7253;0.54;271.68;1;8602
1706;0.7433;0.605;294.83;1;13007
1707;0.6356;0.576;252.98;1;14815
1708;0.7082;0.594;274.58;1;11918
1709;0.8714;0.572;274.86;1;37164
1710;0.9499;0.632;271.59;1;7775
1711;0.7625;0.61;301.42;1;29887
1712;0.9567;0.617;286.45;1;13456
1713;0.9918;0.759;973;1;2675656
1714;0.695;0.583;251.87;1;19064
1715;0.5314;0.546;220.77;1;15060
1716;0.8456;0.654;388.28;1;26264
1717;0.845;0.61;282.42;1;6673
1718;0.8704;0.574;280.25;1;10363
1719;0.696;0.598;260.09;1;33838
1720;0.8018;0.556;267.88;1;13344
1721;0.8166;0.614;318.31;1;40309
1722;0.9405;0.608;304.18;1;24750
1723;0.5468;0.592;263.19;1;8776
1724;0.7449;0.605;267.32;1;26250
1725;0.6881;0.587;243.04;1;9648
1726;0.8522;0.646;392.75;1;57800
1727;0.9164;0.7;540.38;1;90985
1728;0.8924;0.626;358.13;1;47880
1729;0.639;0.579;302.2;1;27659
1730;0.8688;0.64;335.76;1;9226
1731;0.8371;0.639;299.65;1;14098
1732;0.9498;0.639;335.9;1;13048
1733;0.8587;0.616;268.96;1;20305
1734;0.9356;0.674;433.23;1;33183
1735;0.8405;0.592;245.38;1;18427
1736;0.8694;0.627;419.27;1;33283
1737;0.9129;0.546;250.42;1;5715
1738;0.7661;0.552;253.57;1;10180
1739;0.7279;0.593;274.08;1;10414
1740;0.7736;0.657;411.75;1;42153
1741;0.7834;0.614;338.34;1;16585
1742;0.8734;0.527;208.2;1;18964
1743;0.9703;0.617;265.17;1;11201
1744;0.7881;0.549;238.81;1;11845
1745;0.7431;0.635;310.95;1;41798
1746;0.704;0.615;276.29;1;10371
1747;0.9006;0.666;422.89;1;74419
1748;0.8493;0.595;216.59;1;31638
1749;0.8377;0.585;222.84;1;37425
1750;0.6794;0.608;228.74;1;18112
1751;0.5897;0.566;232.52;1;15401
1752;0.8689;0.634;367.73;1;76762
1753;0.888;0.59;261.29;1;12344
1754;0.9541;0.675;431.97;1;118047
1755;0.7387;0.564;135.49;1;12050
1756;0.7235;0.533;247.62;1;12592
1757;0.9241;0.631;344.74;1;22000
1758;0.8493;0.592;220.67;1;15899
1759;0.9057;0.584;216.5;1;11431
1760;0.5357;0.577;268.62;1;20013
1761;0.6667;0.599;301.39;1;16128
1762;0.7732;0.597;273.12;1;8008
1763;0.762;0.566;270.97;1;18748
1764;0.895;0.594;312.39;1;16516
1765;0.9694;0.685;560.73;1;138341
1766;0.8333;0.594;272.86;1;7895
1767;0.7082;0.566;278.91;1;21482
1768;0.5639;0.555;231.92;1;14836
1769;0.7479;0.578;296.6;1;12803
1770;0.4728;0.528;237.3;1;17029
1771;0.805;0.579;325.7;1;52418
1772;0.5179;0.605;251.46;1;24294
1773;0.6956;0.582;296.48;1;19750
1774;0.8743;0.611;349.68;1;20691
1775;0.908;0.593;306.52;1;25004
1776;0.9286;0.617;286.67;1;13625
1777;0.5672;0.515;148.15;1;17000
1778;0.7706;0.56;303.78;1;24110
1779;0.7983;0.598;325.07;1;16466
1780;0.9007;0.616;349.43;1;19837
1781;0.8614;0.59;327.96;1;18173
1782;0.8515;0.623;376.23;1;88673
1783;0.8321;0.637;385.3;1;24560
1784;0.7198;0.539;228.58;1;13786
1785;0.8431;0.575;296.74;1;8661
1786;0.6879;0.555;234.88;1;13073
1787;0.7171;0.586;297.56;1;9109
1788;0.9515;0.645;408.64;1;37567
1789;0.8931;0.577;274.76;1;6800
1790;0.9158;0.678;555.66;1;306866
1791;0.8419;0.587;283.34;1;8983
1792;0.7804;0.6;275.76;1;12485
1793;0.6688;0.544;257.12;1;22189
1794;0.8497;0.585;265.25;1;45536
1795;0.885;0.689;596.18;0;6704
1796;0.984;0.698;707.24;0;22690
1797;0.9092;0.654;444.32;0;13311
1798;0.8906;0.63;357.03;0;3920
1799;0.7801;0.61;325.42;0;10276
1800;0.8244;0.576;322.12;0;15195
1801;0.9619;0.675;701.19;0;2025
1802;0.9002;0.663;524.43;0;4054
1803;0.9041;0.645;389.57;0;18479
1804;0.9052;0.601;306.97;0;12722
1805;0.9545;0.684;567.46;0;24959
1806;0.7074;0.668;539.92;0;6162
1807;0.7102;0.649;413.75;0;2709
1808;0.9443;0.673;564.08;0;2913
1809;0.979;0.726;674.5;0;34349
1810;0.9885;0.761;783.41;0;73774
1811;0.8911;0.675;400.14;0;6075
1812;0.8696;0.642;419.98;0;38775
1813;0.967;0.646;401.21;0;7172
1814;0.9335;0.725;633.91;0;18488
1815;0.9195;0.668;475.99;0;13717
1816;0.8913;0.661;505.1;0;5297
1817;0.8148;0.62;323.95;0;12159
1818;0.7653;0.592;312.46;0;4444
1819;0.851;0.676;460.96;0;15261
1820;0.6812;0.572;277.99;0;3546
1821;0.8288;0.641;368.72;0;5053
1822;0.942;0.734;754.39;0;37270
1823;0.6209;0.578;265.27;0;8959
1824;0.9214;0.7;534.68;0;12173
1825;0.8557;0.597;322.8;0;8003
1826;0.9319;0.683;457.02;0;11114
1827;0.706;0.645;387.61;0;9565
1828;0.8651;0.684;529.54;0;1671
1829;0.9166;0.695;482.4;0;2243
1830;0.9186;0.661;351.6;0;2058
1831;0.7534;0.663;410.67;0;36013
1832;0.9852;0.773;798.63;0;109801
1833;0.9721;0.697;411.16;0;2823
1834;0.7195;0.536;328.75;0;8152
1835;0.9025;0.724;696.47;0;2775
1836;0.939;0.698;599.3;0;7883
1837;0.9842;0.772;883.88;0;93672
1838;0.9843;0.683;576.68;0;9509
1839;0.9704;0.749;691.16;0;36597
1840;0.9331;0.727;622.83;0;13731
1841;0.9498;0.643;442.45;0;2901
1842;0.7544;0.582;249.75;0;4770
1843;0.7914;0.656;349.52;0;17674
1844;0.962;0.694;572.06;0;13049
1845;0.8347;0.588;317.64;0;14455
1846;0.664;0.656;384.1;0;4960
1847;0.8683;0.681;497.21;0;18307
1848;0.9208;0.671;458.08;0;7913
1849;0.9645;0.741;777.46;0;22734
1850;0.793;0.599;302;0;4987
1851;0.9525;0.692;554.52;0;5338
1852;0.9123;0.722;546.85;0;28442
1853;0.9706;0.649;377.1;0;5720
1854;0.9696;0.769;854.27;0;126284
1855;0.7372;0.624;362.62;0;6143
1856;0.9918;0.734;535.1;0;19599
1857;0.9446;0.674;440.23;0;10004
1858;0.8507;0.66;464.5;0;3403
1859;0.997;0.81;1497.29;0;2375151
1860;0.9478;0.686;470.05;0;23397
1861;0.6257;0.655;524.03;0;7536
1862;0.4791;0.628;295.62;0;12300
1863;0.7704;0.594;288.77;0;4498
1864;0.6888;0.604;261.24;0;4370
1865;0.9827;0.749;660.56;0;378089
1866;0.8161;0.62;344.35;0;3793
1867;0.8869;0.744;735;0;13653
1868;0.9816;0.688;565.37;0;2630
1869;0.9794;0.704;599.17;0;38516
1870;0.728;0.645;501.73;0;5007
1871;0.8355;0.7;451.54;0;46654
1872;0.986;0.75;809.9;0;45624
1873;0.9468;0.673;464.99;0;6501
1874;0.9654;0.735;607.73;0;3887
1875;0.7495;0.683;472.21;0;5491
1876;0.9193;0.623;368;0;15364
1877;0.7392;0.653;447.85;0;10457
1878;0.9634;0.692;551.39;0;17243
1879;0.8755;0.637;512.94;0;6818
1880;0.8172;0.678;472.15;0;5865
1881;0.4061;0.537;195.65;0;9673
1882;0.9613;0.73;635.37;0;17118
1883;0.9314;0.702;630.12;0;14920
1884;0.8032;0.602;230.25;0;6497
1885;0.9515;0.674;444.35;0;14226
1886;0.7417;0.656;360.93;0;31213
1887;0.8252;0.625;299.02;0;4637
1888;0.7561;0.624;416.84;0;5030
1889;0.8375;0.692;613.88;0;14661
1890;0.8268;0.747;910.31;0;33973
1891;0.7766;0.658;491.08;0;10892
1892;0.7811;0.669;456.55;0;10292
1893;0.9573;0.627;338.39;0;3992
1894;0.8261;0.672;505.59;0;22737
1895;0.9306;0.624;340.72;0;26922
1896;0.9297;0.648;424.47;0;6453
1897;0.8618;0.674;571.6;0;13823
1898;0.9892;0.741;583.28;0;3654
1899;0.8807;0.706;527.44;0;11034
1900;0.9757;0.726;606.15;0;2505
1901;0.9044;0.706;531.65;0;10218
1902;0.9511;0.728;586.16;0;40750
1903;0.8748;0.633;406.23;0;4968
1904;0.9766;0.617;333.45;0;4047
1905;0.7952;0.687;627.21;0;13633
1906;0.8654;0.69;425.8;0;3154
1907;0.8464;0.689;649.49;0;21080
1908;0.9408;0.751;712.9;0;26488
1909;0.9413;0.699;588.83;0;12602
1910;0.9478;0.616;350.46;0;3564
1911;0.959;0.709;686.16;0;15433
1912;0.834;0.698;669.87;0;20686
1913;0.9586;0.704;681.73;0;19324
1914;0.6882;0.621;244.97;0;3684
1915;0.9782;0.711;646.71;0;51544
1916;0.9815;0.683;472.71;0;11476
1917;0.9566;0.706;774.88;0;6870
1918;0.9783;0.702;587.21;0;14206
1919;0.9585;0.682;503.91;0;27600
1920;0.8837;0.649;439.71;0;4628
1921;0.9753;0.722;711.27;0;11365
1922;0.9632;0.65;463.1;0;5589
1923;0.9275;0.678;621.22;0;14595
1924;0.9023;0.631;329.9;0;4195
1925;0.6686;0.624;364.52;0;5209
1926;0.9227;0.648;338.43;0;4755
1927;0.9134;0.653;432.55;0;34803
1928;0.9942;0.675;549.97;0;7089
1929;0.9849;0.695;497.48;0;8881
1930;0.9675;0.723;834.14;0;15290
1931;0.9722;0.624;403.35;0;4925
1932;0.8308;0.639;282.97;0;14206
1933;0.9076;0.71;658.77;0;8183
1934;0.9486;0.615;353.65;0;9030
1935;0.6054;0.558;244.29;0;22343
1936;0.7789;0.634;319.88;0;3288
1937;0.9177;0.697;495.09;0;23346
1938;0.9563;0.695;618.24;0;32296
1939;0.9598;0.706;610.29;0;85239
1940;0.8856;0.638;373.05;0;9148
1941;0.9351;0.683;504.96;0;6298
1942;0.94;0.648;432.37;0;20069
1943;0.8447;0.65;404.76;0;2446
1944;0.9596;0.655;525.35;0;11836
1945;0.9613;0.689;551.21;0;10927
1946;0.9139;0.682;511.95;0;13750
1947;0.9711;0.71;606.19;0;20012
1948;0.9309;0.705;678.13;0;29735
1949;0.9216;0.733;685.17;0;20426
1950;0.9697;0.7;599.63;0;17048
1951;0.98;0.741;847.07;0;9471
1952;0.8372;0.725;576.62;0;3948
1953;0.9161;0.724;579.4;0;3341
1954;0.7075;0.646;506.24;0;4556
1955;0.826;0.652;351.47;0;2244
1956;0.9059;0.721;769.71;0;2857
1957;0.968;0.704;717.84;0;17412
1958;0.8525;0.685;511.91;0;3954
1959;0.9949;0.751;699.57;0;69757
1960;0.9229;0.684;502.15;0;4846
1961;0.7415;0.6;309.82;0;3462
1962;0.5907;0.54;221.41;0;6708
1963;0.8923;0.621;265.76;0;5102
1964;0.9878;0.743;963.25;0;21705
1965;0.9551;0.678;431.2;0;1210
1966;0.9725;0.665;494.1;0;6772
1967;0.9818;0.678;468.15;0;10266
1968;0.8736;0.664;456.42;0;2792
1969;0.8426;0.655;418.8;0;5645
1970;0.5127;0.598;279.92;0;15189
1971;0.7001;0.635;282.53;0;10805
1972;0.9615;0.711;808.78;0;2785
1973;0.7424;0.579;317.62;0;6547
1974;0.799;0.698;575.11;0;4542
1975;0.8953;0.67;337.07;0;7775
1976;0.9527;0.709;625.88;0;25771
1977;0.9833;0.669;454.81;0;7054
1978;0.753;0.583;315;0;9024
1979;0.9721;0.697;635.2;0;2972
1980;0.74;0.593;271.4;0;8298
1981;0.8773;0.691;579.34;0;9820
1982;0.8327;0.668;434.68;0;2749
1983;0.9777;0.712;770.02;0;23043
1984;0.8249;0.676;497.4;0;4456
1985;0.8123;0.634;384.42;0;17908
1986;0.9447;0.7;576.48;0;5158
1987;0.9584;0.665;533.38;0;12949
1988;0.9658;0.703;509.52;0;10388
1989;0.6552;0.621;245.64;0;7101
1990;0.9894;0.747;647.2;0;5936
1991;0.9353;0.712;553.81;0;10468
1992;0.9504;0.753;760.35;0;48519
1993;0.8708;0.568;270.3;0;4943
1994;0.9578;0.729;678.21;0;6526
1995;0.9898;0.761;781.59;0;116512
1996;0.9507;0.662;445.95;0;22242
1997;0.7786;0.673;395.33;0;1727
1998;0.9961;0.756;824.3;0;603442
1999;0.9487;0.694;495.77;0;9289
2000;0.6205;0.642;287.28;0;26033
2001;0.9052;0.656;440.09;0;8667
2002;0.984;0.66;468.59;0;3435
2003;0.9183;0.68;499.56;0;23914
2004;0.8683;0.626;362.9;0;10270
2005;0.8924;0.708;753.35;0;27547
2006;0.9754;0.755;685.48;0;103694
2007;0.7887;0.627;291.66;0;9117
2008;0.9028;0.669;525.62;0;2983
2009;0.8375;0.677;518.32;0;3301
2010;0.9437;0.692;561.81;0;3391
2011;0.7133;0.692;501.15;0;3730
2012;0.9154;0.678;477.36;0;5790
2013;0.9117;0.632;327.06;0;3127
2014;0.9072;0.659;333.91;0;4204
2015;0.8388;0.585;294.11;0;6047
2016;0.961;0.692;780.18;0;11286
2017;0.8466;0.583;200.51;0;5760
2018;0.9399;0.695;458.68;0;5007
2019;0.835;0.668;442.25;0;10210
2020;0.8859;0.651;464.17;0;4757
2021;0.9163;0.696;707.8;0;3934
2022;0.9678;0.695;520.72;0;14591
2023;0.9527;0.627;381.64;0;4680
2024;0.9565;0.585;279.64;0;6913
2025;0.9669;0.713;581.65;0;74219
2026;0.808;0.616;313.84;0;5211
2027;0.6769;0.669;454.36;0;7971
2028;0.9652;0.74;632.28;0;6830
2029;0.9962;0.639;523.34;0;8089
2030;0.9698;0.68;477.97;0;4768
2031;0.8183;0.639;348.88;0;7002
2032;0.7667;0.631;373.25;0;3015
2033;0.9261;0.716;597.41;0;45880
2034;0.8804;0.601;291.48;0;3848
2035;0.9131;0.702;461.02;0;8739
2036;0.9904;0.657;441.49;0;3293
2037;0.8562;0.605;426.94;0;19133
2038;0.9375;0.661;388.4;0;4937
2039;0.9573;0.623;340.1;0;7024
2040;0.9918;0.764;868.57;0;213016
2041;0.9648;0.608;341.94;0;5884
2042;0.9188;0.67;484.91;0;5763
2043;0.8465;0.609;290.45;0;8974
2044;0.7532;0.673;394.72;0;3814
2045;0.963;0.688;485.9;0;5209
2046;0.8762;0.622;355.58;0;4535
2047;0.8925;0.709;488.84;0;5196
2048;0.7981;0.687;371.63;0;2994
2049;0.9564;0.701;563.76;0;6001
2050;0.9417;0.686;520.98;0;9299
2051;0.65;0.636;361.09;0;5223
2052;0.9923;0.719;663.62;0;13778
2053;0.8982;0.629;363.3;0;4462
2054;0.9514;0.692;461.8;0;1440
